cr_year,esac_publisher,cat,perc_cr,perc_upw,perc_diff
2021,Portland Press,Global,0.611,0.607,0.004
2021,Radiological Society of North America,Germany,0,0,0
2021,Radiological Society of North America,Global,0,0.013,-0.013
2021,Rockefeller University Press,Germany,0.22,0.976,-0.756
2021,Rockefeller University Press,Global,0.171,0.98,-0.808
2021,Bioscientifica,Germany,0.121,0.182,-0.061
2021,Bioscientifica,Global,0.115,0.127,-0.012
2021,The Geological Society of London,Germany,0.222,0.222,0
2021,The Geological Society of London,Global,0.104,0.136,-0.032
2021,European Respiratory Society,Germany,0.531,0.531,0
2021,European Respiratory Society,Global,0.335,0.335,0
2021,Inter-Research Science Publisher,Germany,0.25,0.25,0
2021,Inter-Research Science Publisher,Global,0.282,0.262,0.02
2021,Bristol University Press,Germany,0.211,0.158,0.053
2021,Bristol University Press,Global,0.071,0.073,-0.002
2021,Royal College of General Practitioners,Germany,1,1,0
2021,Royal College of General Practitioners,Global,0.286,0.28,0.005
2021,Cold Spring Harbor Laboratory Press,Germany,0,0.471,-0.471
2021,Cold Spring Harbor Laboratory Press,Global,0,0.615,-0.615
2021,Edward Elgar Publishing,Germany,0,0,0
2021,Edward Elgar Publishing,Global,0.115,0.083,0.032
2021,Royal Irish Academy,Global,0.004,0,0.004
2021,White Horse Press,Global,0,0.017,-0.017
2022,Elsevier,Germany,0.217,0.205,0.012
2022,Elsevier,Global,0.104,0.109,-0.006
2022,Springer Nature,Germany,0.689,0.689,0
2022,Springer Nature,Global,0.152,0.155,-0.002
2022,Wiley,Germany,0.825,0.525,0.3
2022,Wiley,Global,0.262,0.151,0.111
2022,Taylor and Francis,Germany,0.239,0.22,0.019
2022,Taylor and Francis,Global,0.135,0.127,0.008
2022,Sage,Germany,0.51,0.355,0.156
2022,Sage,Global,0.17,0.117,0.054
2022,American Chemical Society,Germany,0.254,0.099,0.155
2022,American Chemical Society,Global,0.124,0.048,0.076
2022,Oxford University Press,Germany,0.328,0.25,0.078
2022,Oxford University Press,Global,0.202,0.177,0.025
2022,IEEE,Germany,0.201,0.202,-0.001
2022,IEEE,Global,0.047,0.051,-0.004
2022,Wolters Kluwer Health,Germany,0.119,0.136,-0.017
2022,Wolters Kluwer Health,Global,0.055,0.065,-0.01
2022,Royal Society of Chemistry,Germany,0.499,0.494,0.005
2022,Royal Society of Chemistry,Global,0.121,0.12,0.001
2022,Cambridge University Press,Germany,0.633,0.59,0.043
2022,Cambridge University Press,Global,0.303,0.273,0.03
2022,IOP Publishing,Germany,0.628,0.599,0.029
2022,IOP Publishing,Global,0.125,0.119,0.006
2022,American Physical Society,Germany,0.324,0.324,0
2022,American Physical Society,Global,0.19,0.197,-0.007
2022,Walter de Gruyter,Germany,0.191,0.172,0.019
2022,Walter de Gruyter,Global,0.109,0.107,0.003
2022,Emerald,Germany,0,0.104,-0.104
2022,Emerald,Global,0,0.076,-0.076
2022,AIP Publishing,Germany,0,0.406,-0.406
2022,AIP Publishing,Global,0,0.141,-0.141
2022,Thieme,Germany,0.092,0.095,-0.003
2022,Thieme,Global,0.034,0.035,-0
2022,BMJ Publishing,Germany,0.404,0.393,0.011
2022,BMJ Publishing,Global,0.156,0.154,0.002
2022,Bentham Science Publishers,Germany,0.061,0.041,0.02
2022,Bentham Science Publishers,Global,0.016,0.013,0.003
2022,The Electrochemical Society,Germany,0.22,0.209,0.011
2022,The Electrochemical Society,Global,0.061,0.066,-0.005
2022,Brill,Germany,0.099,0.077,0.022
2022,Brill,Global,0.125,0.095,0.03
2022,American Psychological Association,Germany,0.045,0.045,0
2022,American Psychological Association,Global,0.004,0.003,0
2022,"Mary Ann Liebert, Inc.",Germany,0,0.209,-0.209
2022,"Mary Ann Liebert, Inc.",Global,0,0.081,-0.081
2022,IOS Press,Germany,0.24,0.222,0.018
2022,IOS Press,Global,0.113,0.111,0.002
2022,Association for Computing Machinery,Germany,0.031,0.035,-0.003
2022,Association for Computing Machinery,Global,0.017,0.022,-0.005
2022,Karger,Germany,0.353,0.356,-0.003
2022,Karger,Global,0.237,0.242,-0.005
2022,Trans Tech Publications,Germany,0.724,0.724,0
2022,Trans Tech Publications,Global,0.12,0.12,0
2022,National Academy of Sciences,Germany,1,0.944,0.056
2022,National Academy of Sciences,Global,0.987,0.888,0.099
2022,Optica,Germany,0,0.011,-0.011
2022,Optica,Global,0.002,0.028,-0.027
2022,EDP Sciences,Germany,0.715,0.71,0.005
2022,EDP Sciences,Global,0.602,0.596,0.007
2022,American Physiological Society,Germany,0,0.194,-0.194
2022,American Physiological Society,Global,0,0.083,-0.083
2022,The Royal Society,Germany,0,0.56,-0.56
2022,The Royal Society,Global,0,0.44,-0.44
2022,Canadian Science Publishing,Germany,0,0,0
2022,Canadian Science Publishing,Global,0.075,0.164,-0.09
2022,Future Science Group,Germany,0,0.381,-0.381
2022,Future Science Group,Global,0,0.209,-0.209
2022,American Meteorological Society,Germany,0.204,0.204,0
2022,American Meteorological Society,Global,0.031,0.037,-0.006
2022,CSIRO,Germany,0,0.042,-0.042
2022,CSIRO,Global,0,0.311,-0.311
2022,John Benjamins Publishing,Germany,0.187,0.154,0.033
2022,John Benjamins Publishing,Global,0.37,0.079,0.292
2022,Company of Biologists,Germany,0.42,0.506,-0.086
2022,Company of Biologists,Global,0.246,0.297,-0.051
2022,SPIE,Germany,0,0.576,-0.576
2022,SPIE,Global,0.002,0.144,-0.142
2022,Microbiology Society,Germany,0.262,0,0.262
2022,Microbiology Society,Global,0.222,0,0.222
2022,Hogrefe,Germany,0.602,0.613,-0.011
2022,Hogrefe,Global,0.281,0.288,-0.007
2022,Akadémiai Kiadó,Germany,0.067,0.067,0
2022,Akadémiai Kiadó,Global,0.531,0.431,0.101
2022,Society for Neuroscience,Germany,0,0.243,-0.243
2022,Society for Neuroscience,Global,0,0.254,-0.254
2022,Portland Press,Germany,0.792,0.792,0
2022,Portland Press,Global,0.635,0.631,0.004
2022,Radiological Society of North America,Germany,0,0,0
2022,Radiological Society of North America,Global,0,0,0
2022,Rockefeller University Press,Germany,0.45,0.975,-0.525
2022,Rockefeller University Press,Global,0.325,0.89,-0.565
2022,Bioscientifica,Germany,0.458,0.375,0.083
2022,Bioscientifica,Global,0.233,0.213,0.02
2022,The Geological Society of London,Germany,0.231,0.308,-0.077
2022,The Geological Society of London,Global,0.199,0.25,-0.051
2022,European Respiratory Society,Germany,0.581,0.581,0
2022,European Respiratory Society,Global,0.373,0.378,-0.005
2022,Inter-Research Science Publisher,Germany,0.7,0.7,0
2022,Inter-Research Science Publisher,Global,0.349,0.302,0.048
2022,Bristol University Press,Germany,0.259,0.222,0.037
2022,Bristol University Press,Global,0.19,0.144,0.046
2022,Royal College of General Practitioners,Global,0.357,0.365,-0.008
2022,Cold Spring Harbor Laboratory Press,Germany,0,0.333,-0.333
2022,Cold Spring Harbor Laboratory Press,Global,0,0.515,-0.515
2022,Edward Elgar Publishing,Germany,0,0,0
2022,Edward Elgar Publishing,Global,0.017,0.046,-0.029
2022,Royal Irish Academy,Global,0,0.272,-0.272
2022,White Horse Press,Global,0,0.08,-0.08
2023,Elsevier,Germany,0.237,0.161,0.076
2023,Elsevier,Global,0.133,0.083,0.05
2023,Springer Nature,Germany,0.718,0.518,0.201
2023,Springer Nature,Global,0.183,0.121,0.062
2023,Wiley,Germany,0.838,0.539,0.299
2023,Wiley,Global,0.332,0.189,0.142
2023,Taylor and Francis,Germany,0.249,0.132,0.117
2023,Taylor and Francis,Global,0.169,0.086,0.083
2023,Sage,Germany,0.52,0.245,0.276
2023,Sage,Global,0.211,0.085,0.126
2023,American Chemical Society,Germany,0.331,0.221,0.11
2023,American Chemical Society,Global,0.149,0.096,0.054
2023,Oxford University Press,Germany,0.288,0.253,0.035
2023,Oxford University Press,Global,0.192,0.163,0.029
2023,IEEE,Germany,0.185,0.124,0.061
2023,IEEE,Global,0.055,0.034,0.02
2023,Wolters Kluwer Health,Germany,0.111,0.097,0.014
2023,Wolters Kluwer Health,Global,0.065,0.053,0.012
2023,Royal Society of Chemistry,Germany,0.525,0.424,0.101
2023,Royal Society of Chemistry,Global,0.144,0.127,0.017
2023,Cambridge University Press,Germany,0.595,0.297,0.299
2023,Cambridge University Press,Global,0.35,0.159,0.19
2023,IOP Publishing,Germany,0.81,0.646,0.164
2023,IOP Publishing,Global,0.186,0.153,0.033
2023,American Physical Society,Germany,0.348,0.285,0.063
2023,American Physical Society,Global,0.218,0.166,0.051
2023,Walter de Gruyter,Germany,0.233,0.114,0.119
2023,Walter de Gruyter,Global,0.114,0.068,0.047
2023,Emerald,Germany,0,0.124,-0.124
2023,Emerald,Global,0,0.051,-0.051
2023,AIP Publishing,Germany,0,0.305,-0.305
2023,AIP Publishing,Global,0,0.083,-0.083
2023,Thieme,Germany,0.111,0.081,0.03
2023,Thieme,Global,0.043,0.032,0.011
2023,BMJ Publishing,Germany,0.402,0.348,0.054
2023,BMJ Publishing,Global,0.172,0.122,0.05
2023,Bentham Science Publishers,Germany,0.065,0.032,0.032
2023,Bentham Science Publishers,Global,0.037,0.014,0.023
2023,The Electrochemical Society,Germany,0.875,0.653,0.222
2023,The Electrochemical Society,Global,0.09,0.084,0.006
2023,Brill,Germany,0.059,0.028,0.031
2023,Brill,Global,0.125,0.043,0.082
2023,American Psychological Association,Germany,0,0,0
2023,American Psychological Association,Global,0.013,0.007,0.006
2023,"Mary Ann Liebert, Inc.",Germany,0,0.159,-0.159
2023,"Mary Ann Liebert, Inc.",Global,0,0.05,-0.05
2023,IOS Press,Germany,0.369,0.261,0.108
2023,IOS Press,Global,0.126,0.077,0.049
2023,Association for Computing Machinery,Germany,0.06,0.03,0.03
2023,Association for Computing Machinery,Global,0.022,0.019,0.003
2023,Karger,Germany,0.33,0.294,0.037
2023,Karger,Global,0.278,0.187,0.091
2023,Trans Tech Publications,Germany,0.792,0.083,0.708
2023,Trans Tech Publications,Global,0.092,0.024,0.068
2023,National Academy of Sciences,Germany,1,0.786,0.214
2023,National Academy of Sciences,Global,0.985,0.71,0.275
2023,Optica,Germany,0,0,0
2023,Optica,Global,0.008,0.002,0.006
2023,EDP Sciences,Germany,1,0.763,0.237
2023,EDP Sciences,Global,0.785,0.546,0.239
2023,American Physiological Society,Germany,0,0.098,-0.098
2023,American Physiological Society,Global,0,0.031,-0.031
2023,The Royal Society,Germany,0,0.311,-0.311
2023,The Royal Society,Global,0.001,0.213,-0.212
2023,Canadian Science Publishing,Germany,0.4,0.1,0.3
2023,Canadian Science Publishing,Global,0.18,0.107,0.072
2023,Future Science Group,Germany,0,0.471,-0.471
2023,Future Science Group,Global,0,0.139,-0.139
2023,American Meteorological Society,Germany,0.159,0.068,0.091
2023,American Meteorological Society,Global,0.037,0.018,0.02
2023,CSIRO,Germany,0,0.222,-0.222
2023,CSIRO,Global,0,0.278,-0.278
2023,John Benjamins Publishing,Germany,0.214,0.143,0.071
2023,John Benjamins Publishing,Global,0.084,0.037,0.046
2023,Company of Biologists,Germany,0.536,0.464,0.071
2023,Company of Biologists,Global,0.278,0.269,0.009
2023,SPIE,Germany,0,0.263,-0.263
2023,SPIE,Global,0.002,0.07,-0.068
2023,Microbiology Society,Germany,0.64,0,0.64
2023,Microbiology Society,Global,0.405,0,0.405
2023,Hogrefe,Germany,0.689,0.472,0.217
2023,Hogrefe,Global,0.293,0.197,0.096
2023,Akadémiai Kiadó,Germany,0.5,0.375,0.125
2023,Akadémiai Kiadó,Global,0.523,0.269,0.254
2023,Society for Neuroscience,Germany,0,0,0
2023,Society for Neuroscience,Global,0,0.017,-0.017
2023,Portland Press,Germany,0.417,0.333,0.083
2023,Portland Press,Global,0.664,0.534,0.131
2023,Radiological Society of North America,Germany,0,0,0
2023,Radiological Society of North America,Global,0,0,0
2023,Rockefeller University Press,Germany,0.423,0.269,0.154
2023,Rockefeller University Press,Global,0.343,0.261,0.081
2023,Bioscientifica,Germany,0.333,0.4,-0.067
2023,Bioscientifica,Global,0.268,0.219,0.049
2023,The Geological Society of London,Germany,0.273,0.273,0
2023,The Geological Society of London,Global,0.292,0.211,0.082
2023,European Respiratory Society,Germany,0.5,0.389,0.111
2023,European Respiratory Society,Global,0.253,0.169,0.084
2023,Inter-Research Science Publisher,Germany,0.667,0,0.667
2023,Inter-Research Science Publisher,Global,0.298,0.116,0.182
2023,Bristol University Press,Germany,0.179,0.107,0.071
2023,Bristol University Press,Global,0.197,0.112,0.085
2023,Royal College of General Practitioners,Germany,0.5,0.5,0
2023,Royal College of General Practitioners,Global,0.182,0.198,-0.017
2023,Cold Spring Harbor Laboratory Press,Germany,0,0.1,-0.1
2023,Cold Spring Harbor Laboratory Press,Global,0,0.203,-0.203
2023,Edward Elgar Publishing,Germany,0,0,0
2023,Edward Elgar Publishing,Global,0.01,0,0.01
2023,Royal Irish Academy,Global,0,0.152,-0.152
2023,White Horse Press,Germany,0,0,0
2023,White Horse Press,Global,0,0.008,-0.008
